priority_class;queue_time
3;0.037178993225097656
1;0.09167194366455078
2;0.2346179485321045
3;0.17041516304016113
2;0.04314684867858887
3;0.005753278732299805
3;0.30700182914733887
3;0.030783414840698242
2;0.09601497650146484
3;0.05154299736022949
1;0.04088282585144043
2;0.04337000846862793
3;0.20273113250732422
3;0.0911412239074707
3;0.0116119384765625
2;0.0771629810333252
3;0.024294137954711914
2;0.024743318557739258
3;0.17528700828552246
1;0.07003903388977051
3;0.20079803466796875
2;0.09134578704833984
3;0.22923874855041504
3;0.14010882377624512
2;0.01811385154724121
3;0.1664111614227295
3;0.09092211723327637
3;0.013029098510742188
1;0.10159802436828613
2;0.18518280982971191
3;0.16418099403381348
2;0.015076637268066406
3;0.011976957321166992
3;0.30974888801574707
3;0.03084707260131836
2;0.05003213882446289
3;0.05590677261352539
1;0.04384112358093262
3;0.05550193786621094
2;0.08617806434631348
3;0.07503676414489746
2;0.01972508430480957
3;0.20222687721252441
3;0.11857414245605469
3;0.03716301918029785
2;0.07086515426635742
1;0.10969305038452148
3;0.008388280868530273
2;0.006737947463989258
3;0.02611398696899414
3;0.5360190868377686
3;0.051796913146972656
2;0.06170010566711426
3;0.07839417457580566
1;0.07332396507263184
2;0.11163687705993652
3;0.10774397850036621
3;0.4235880374908447
2;0.04989910125732422
3;0.03602099418640137
3;0.3517322540283203
3;0.05480313301086426
2;0.0979158878326416
1;0.030863046646118164
3;0.20356512069702148
2;0.04334211349487305
3;0.025577068328857422
3;0.3409919738769531
3;0.05541419982910156
2;0.09602999687194824
3;0.0925300121307373
3;0.012151002883911133
2;0.029989957809448242
1;0.12060093879699707
3;0.1557619571685791
3;0.06333494186401367
2;0.09598302841186523
3;0.07581901550292969
2;0.043328046798706055
3;0.2133469581604004
3;0.11707019805908203
1;0.05778193473815918
2;0.08941221237182617
3;0.07697510719299316
3;0.3818690776824951
2;0.031124353408813477
2;0.0819859504699707
1;0.025624752044677734
2;0.02372908592224121
2;0.06609416007995605
1;0.08220696449279785
2;0.22450900077819824
2;0.04846000671386719
2;0.07321691513061523
1;0.018411874771118164
2;0.013086080551147461
2;0.023968935012817383
2;0.05346369743347168
1;0.04615926742553711
1;0.0648500919342041
