priority_class;queue_time
3;0.08298516273498535
2;0.1849501132965088
1;0.28592610359191895
3;0.21988606452941895
3;0.17264890670776367
2;0.23901891708374023
3;0.18462300300598145
3;0.08434104919433594
2;0.1756598949432373
3;0.12946414947509766
1;0.15189099311828613
3;0.1433882713317871
2;0.23048114776611328
3;0.15383410453796387
3;0.07893204689025879
2;0.1673121452331543
3;0.10862112045288086
3;0.01193094253540039
2;0.08262991905212402
1;0.0880427360534668
3;0.12848377227783203
2;0.03174996376037598
3;0.10624885559082031
3;0.01708197593688965
2;0.04978013038635254
3;0.13532090187072754
3;0.05753803253173828
1;0.04193687438964844
2;0.09581494331359863
3;0.17138195037841797
3;0.08475422859191895
2;0.03214383125305176
3;0.11717009544372559
3;0.011964082717895508
2;0.0637209415435791
3;0.1440582275390625
1;0.09385180473327637
3;0.15820598602294922
2;0.1015920639038086
3;0.18682599067687988
3;0.10831999778747559
2;0.05784893035888672
3;0.15500712394714355
3;0.06392908096313477
2;0.1024169921875
3;0.20669794082641602
1;0.2916679382324219
3;0.2060842514038086
2;0.17296814918518066
3;0.23804616928100586
3;0.14009714126586914
2;0.12250709533691406
3;0.1837940216064453
3;0.10759806632995605
1;0.14556002616882324
2;0.16605591773986816
3;0.25019073486328125
3;0.15728497505187988
2;0.11046314239501953
3;0.19439220428466797
3;0.11689496040344238
2;0.05545520782470703
3;0.12753820419311523
1;0.12350583076477051
3;0.1468522548675537
2;0.09133124351501465
3;0.17493391036987305
3;0.09353113174438477
2;0.04969191551208496
3;0.1216731071472168
3;0.031588077545166016
2;0.10129308700561523
1;0.19127917289733887
3;0.278378963470459
3;0.1980271339416504
2;0.14310193061828613
3;0.25757408142089844
3;0.15259122848510742
2;0.10320878028869629
3;0.17163610458374023
3;0.07744383811950684
1;0.17272281646728516
2;0.14707207679748535
3;0.22569012641906738
3;0.15305280685424805
2;0.08597397804260254
3;0.1700727939605713
3;0.09411096572875977
3;0.01837897300720215
2;0.10691690444946289
1;0.13419604301452637
3;0.1712198257446289
3;0.11158895492553711
2;0.1405019760131836
3;0.12266016006469727
3;0.03685784339904785
2;0.10122489929199219
3;0.08632111549377441
3;0.0056269168853759766
1;0.10784792900085449
2;0.1422290802001953
3;0.1385190486907959
3;0.04760289192199707
2;0.08661913871765137
3;0.059517860412597656
3;0.08251500129699707
2;0.14501404762268066
3;0.11011505126953125
1;0.16847896575927734
3;0.13585615158081055
2;0.20964980125427246
3;0.16830706596374512
3;0.08829617500305176
2;0.1322782039642334
3;0.1063230037689209
3;0.005636930465698242
2;0.056680917739868164
1;0.1351919174194336
3;0.14033722877502441
3;0.05922102928161621
2;0.09485006332397461
3;0.08578109741210938
3;0.07468700408935547
2;0.148054838180542
3;0.08521509170532227
1;0.06675505638122559
3;0.10647797584533691
2;0.18826603889465332
3;0.1403059959411621
3;0.05854201316833496
2;0.10845708847045898
3;0.07473111152648926
3;0.01300501823425293
2;0.05122113227844238
3;0.05001974105834961
1;0.1353909969329834
3;0.07544302940368652
2;0.09605789184570312
3;0.11130905151367188
3;0.02734088897705078
2;0.01967167854309082
3;0.05835318565368652
3;0.08285307884216309
1;0.05978798866271973
2;0.1432969570159912
3;0.21780610084533691
3;0.13882684707641602
2;0.07026791572570801
3;0.16157102584838867
3;0.07729983329772949
2;0.005673885345458984
3;0.09494185447692871
1;0.030464887619018555
3;0.12685918807983398
2;0.06693196296691895
3;0.1647019386291504
3;0.07570409774780273
2;0.02010488510131836
3;0.10137319564819336
3;0.005612850189208984
2;0.05533909797668457
3;0.13521480560302734
1;0.18706297874450684
3;0.16325879096984863
2;0.09632277488708496
3;0.18882989883422852
3;0.10691976547241211
2;0.034537315368652344
3;0.11823797225952148
3;0.03862786293029785
1;0.01809525489807129
2;0.07113385200500488
3;0.16072511672973633
3;0.07028698921203613
2;0.011981010437011719
3;0.1018972396850586
3;0.10491299629211426
2;0.044564008712768555
3;0.12243032455444336
1;0.07582998275756836
3;0.1403367519378662
2;0.09114575386047363
3;0.17728805541992188
3;0.08481216430664062
2;0.0247039794921875
3;0.10755610466003418
3;0.025806665420532227
2;0.06398367881774902
1;0.1510319709777832
3;0.25180983543395996
3;0.1745007038116455
2;0.11138582229614258
3;0.2042069435119629
3;0.12970209121704102
2;0.03749513626098633
3;0.12676191329956055
3;0.034726858139038086
1;0.11937785148620605
2;0.10284185409545898
3;0.1562669277191162
3;0.07592082023620605
2;0.04877972602844238
3;0.10205602645874023
3;0.006696939468383789
2;0.08497095108032227
3;0.13564181327819824
1;0.16252803802490234
3;0.15693902969360352
2;0.12959694862365723
3;0.17030906677246094
3;0.08580923080444336
2;0.06558799743652344
3;0.10976719856262207
3;0.0305478572845459
1;0.01858806610107422
2;0.10498285293579102
3;0.16599178314208984
3;0.07941770553588867
2;0.0591738224029541
3;0.11644577980041504
3;0.03696322441101074
2;0.03423810005187988
3;0.06724309921264648
1;0.09703183174133301
3;0.17600393295288086
2;0.19400501251220703
3;0.17810297012329102
3;0.08264017105102539
2;0.1280992031097412
3;0.10874795913696289
3;0.02019214630126953
2;0.06416511535644531
3;0.05002284049987793
1;0.13448810577392578
3;0.06915116310119629
2;0.13011980056762695
3;0.09947085380554199
3;0.10130095481872559
2;0.17823386192321777
3;0.12053465843200684
3;0.026467084884643555
2;0.1130361557006836
1;0.19286131858825684
3;0.14144396781921387
3;0.05987882614135742
2;0.14387822151184082
3;0.07779693603515625
3;0.08801007270812988
2;0.17369794845581055
3;0.11182808876037598
1;0.19438695907592773
3;0.1538710594177246
2;0.23722600936889648
3;0.18068361282348633
3;0.10520696640014648
2;0.18438291549682617
3;0.13353610038757324
3;0.052143096923828125
2;0.09949183464050293
1;0.14392805099487305
3;0.18392109870910645
3;0.09155988693237305
2;0.16708087921142578
3;0.11489295959472656
3;0.037138938903808594
2;0.11391019821166992
3;0.07137894630432129
3;0.09529328346252441
1;0.20182323455810547
2;0.3079969882965088
3;0.24570894241333008
3;0.14702701568603516
2;0.22561883926391602
3;0.17278790473937988
3;0.08929896354675293
2;0.16944575309753418
3;0.13360214233398438
1;0.16498613357543945
3;0.1731278896331787
2;0.21468091011047363
3;0.1951000690460205
3;0.1179800033569336
2;0.1558060646057129
3;0.13555312156677246
3;0.04906487464904785
2;0.11310386657714844
1;0.13936996459960938
3;0.20280766487121582
3;0.12221598625183105
2;0.17188096046447754
3;0.15729618072509766
3;0.06793069839477539
2;0.09983015060424805
3;0.09822583198547363
3;0.021100997924804688
1;0.10546708106994629
2;0.17052698135375977
3;0.13125205039978027
3;0.04336285591125488
2;0.10085797309875488
3;0.07132601737976074
3;0.07823991775512695
2;0.12984919548034668
3;0.11041712760925293
1;0.1618330478668213
3;0.15082001686096191
2;0.18144583702087402
3;0.18563413619995117
3;0.09781312942504883
2;0.1212468147277832
3;0.12120509147644043
3;0.03305506706237793
2;0.04883885383605957
1;0.12311697006225586
3;0.187669038772583
3;0.11067700386047363
2;0.10337996482849121
3;0.1561720371246338
3;0.07486677169799805
2;0.05417490005493164
3;0.10368704795837402
3;0.02379894256591797
1;0.0996248722076416
2;0.09283924102783203
3;0.17920732498168945
3;0.07580804824829102
2;0.017474889755249023
3;0.12265396118164062
3;0.023501873016357422
2;0.07581806182861328
3;0.16336798667907715
1;0.2014620304107666
3;0.2047739028930664
2;0.13267922401428223
3;0.22875499725341797
3;0.14661288261413574
2;0.08027505874633789
3;0.17691707611083984
3;0.11051201820373535
1;0.051351070404052734
3;0.12192797660827637
2;0.2060258388519287
3;0.1271371841430664
3;0.03474903106689453
2;0.13358592987060547
3;0.0690758228302002
3;0.08830404281616211
2;0.17801880836486816
1;0.10983920097351074
3;0.21218585968017578
3;0.1348128318786621
2;0.23218417167663574
3;0.15959906578063965
3;0.07195281982421875
2;0.16258597373962402
3;0.08390402793884277
3;0.1034390926361084
2;0.1898031234741211
1;0.2779090404510498
3;0.24078798294067383
3;0.15742707252502441
2;0.24928498268127441
3;0.1685950756072998
3;0.09766697883605957
2;0.19385504722595215
3;0.11149883270263672
1;0.10808277130126953
3;0.13662409782409668
2;0.22566914558410645
3;0.15027403831481934
3;0.08166623115539551
2;0.18533611297607422
3;0.11342787742614746
3;0.02473592758178711
2;0.10849690437316895
1;0.06551980972290039
3;0.14885401725769043
3;0.031095027923583984
2;0.11573004722595215
3;0.04202628135681152
3;0.07274484634399414
2;0.1525099277496338
3;0.09790802001953125
3;0.024925947189331055
1;0.10756587982177734
2;0.18946194648742676
3;0.16437506675720215
3;0.08999085426330566
2;0.12431693077087402
3;0.11661601066589355
3;0.019344091415405273
2;0.07646489143371582
3;0.043235063552856445
1;0.08490395545959473
3;0.06812477111816406
2;0.12969303131103516
3;0.11344385147094727
3;0.019412994384765625
2;0.08933520317077637
3;0.04632878303527832
3;0.051310062408447266
2;0.1361839771270752
1;0.1693871021270752
3;0.18938493728637695
3;0.11087799072265625
2;0.1942739486694336
3;0.16449999809265137
3;0.08469510078430176
2;0.1326761245727539
3;0.1161489486694336
1;0.03645801544189453
3;0.12563395500183105
2;0.19944190979003906
3;0.13481998443603516
3;0.06441879272460938
2;0.11524391174316406
3;0.10955810546875
3;0.0055768489837646484
2;0.07581686973571777
3;0.01992487907409668
1;0.09509396553039551
3;0.0607149600982666
2;0.10911679267883301
3;0.08594775199890137
3;0.006945133209228516
2;0.07358789443969727
3;0.048866987228393555
3;0.06402373313903809
2;0.1184539794921875
1;0.17260003089904785
3;0.18543004989624023
3;0.10815095901489258
2;0.1875929832458496
3;0.12912225723266602
3;0.038172245025634766
2;0.12280011177062988
3;0.0675058364868164
1;0.02948904037475586
3;0.11011409759521484
2;0.17230892181396484
3;0.14744901657104492
3;0.06402111053466797
2;0.12718796730041504
3;0.07579588890075684
3;0.09062910079956055
2;0.1751868724822998
1;0.11536502838134766
3;0.19685888290405273
3;0.11262202262878418
2;0.20443487167358398
3;0.1258089542388916
2;0.03069615364074707
3;0.12423014640808105
3;0.03679180145263672
2;0.08775186538696289
1;0.18320989608764648
3;0.28191494941711426
3;0.22353887557983398
2;0.13458013534545898
3;0.21538114547729492
3;0.13863396644592285
2;0.06833577156066895
3;0.15725493431091309
3;0.06878805160522461
1;0.1555922031402588
2;0.12665891647338867
3;0.20801091194152832
3;0.13061189651489258
2;0.06792616844177246
3;0.16980314254760742
3;0.07927775382995605
2;0.012233972549438477
3;0.10267281532287598
1;0.11511659622192383
3;0.12539887428283691
2;0.06211996078491211
3;0.13579607009887695
3;0.057814836502075195
2;0.0162050724029541
3;0.1108548641204834
3;0.012927055358886719
1;0.07352924346923828
2;0.16862893104553223
3;0.25945281982421875
3;0.1616671085357666
2;0.11568284034729004
3;0.1804039478302002
3;0.1068882942199707
2;0.04325699806213379
3;0.13234186172485352
3;0.04890012741088867
1;0.13363194465637207
2;0.09163594245910645
3;0.1673598289489746
3;0.07907509803771973
2;0.025536060333251953
3;0.10553097724914551
3;0.01265716552734375
2;0.07466292381286621
3;0.13492298126220703
1;0.19763994216918945
3;0.16864299774169922
2;0.10788583755493164
3;0.20650792121887207
3;0.13129234313964844
2;0.05185890197753906
3;0.1557319164276123
3;0.08202099800109863
1;0.05755805969238281
3;0.1398160457611084
2;0.23146677017211914
3;0.18780517578125
3;0.0849301815032959
2;0.16195130348205566
3;0.09725117683410645
3;0.018214941024780273
2;0.08502721786499023
3;0.051219940185546875
1;0.12331008911132812
3;0.10326194763183594
2;0.1402571201324463
3;0.11672616004943848
3;0.02911376953125
2;0.10396313667297363
3;0.05862307548522949
3;0.08323502540588379
2;0.147536039352417
1;0.22500085830688477
3;0.22403216361999512
3;0.1305680274963379
2;0.18516135215759277
3;0.16743898391723633
3;0.07153105735778809
2;0.11087703704833984
3;0.10881996154785156
1;0.05795621871948242
3;0.14126300811767578
2;0.1515519618988037
3;0.17185378074645996
3;0.08224987983703613
2;0.08367776870727539
3;0.11597704887390137
3;0.03399825096130371
2;0.01943516731262207
3;0.04862689971923828
1;0.14034795761108398
3;0.07180500030517578
2;0.06880807876586914
3;0.09267783164978027
3;0.008055925369262695
2;0.0003521442413330078
3;0.042304039001464844
3;0.0652458667755127
1;0.10960268974304199
2;0.16103100776672363
3;0.20506811141967773
3;0.11434793472290039
2;0.07480692863464355
3;0.15518903732299805
3;0.06033492088317871
2;0.0058062076568603516
3;0.0905919075012207
1;0.06378507614135742
3;0.10892081260681152
2;0.056756019592285156
3;0.12737798690795898
3;0.0480802059173584
2;0.00031685829162597656
3;0.057424068450927734
3;0.09591412544250488
2;0.04277920722961426
3;0.12872791290283203
1;0.22109508514404297
3;0.15871381759643555
2;0.11477994918823242
3;0.20458984375
3;0.10811281204223633
2;0.05159187316894531
3;0.14232206344604492
3;0.05217599868774414
1;0.10113000869750977
2;0.12399530410766602
3;0.1880178451538086
3;0.1029059886932373
2;0.062352895736694336
3;0.15305495262145996
3;0.07031607627868652
2;0.0137481689453125
3;0.11900496482849121
1;0.07606911659240723
3;0.15582895278930664
2;0.07699108123779297
3;0.1626741886138916
3;0.07071709632873535
2;0.0003159046173095703
3;0.09708786010742188
3;0.007423877716064453
2;0.04413104057312012
1;0.14297008514404297
3;0.22976207733154297
3;0.15193891525268555
2;0.10570311546325684
3;0.15876293182373047
3;0.07713508605957031
2;0.030327796936035156
3;0.11145997047424316
3;0.018255949020385742
1;0.090789794921875
2;0.06772017478942871
3;0.14786195755004883
3;0.048922061920166016
2;0.0068318843841552734
3;0.09290599822998047
3;0.01831817626953125
2;0.05248212814331055
3;0.13314461708068848
1;0.15977025032043457
3;0.1546308994293213
2;0.08946418762207031
3;0.17644596099853516
3;0.10125207901000977
2;0.02532505989074707
3;0.1093599796295166
3;0.0234067440032959
1;0.005639791488647461
2;0.055399179458618164
3;0.14365005493164062
3;0.06058788299560547
2;0.10346817970275879
3;0.20234990119934082
3;0.13490700721740723
3;0.06397223472595215
2;0.1634821891784668
3;0.08679413795471191
1;0.17444300651550293
3;0.10621404647827148
2;0.19672703742980957
3;0.1281898021697998
3;0.026684045791625977
2;0.11177706718444824
3;0.04915785789489746
3;0.05531501770019531
2;0.15879201889038086
1;0.22684192657470703
3;0.2006080150604248
3;0.11121010780334473
2;0.19693517684936523
3;0.12847375869750977
3;0.04973173141479492
2;0.12872910499572754
3;0.07496762275695801
1;0.07846975326538086
3;0.11099004745483398
2;0.18657612800598145
3;0.1273331642150879
3;0.025365114212036133
2;0.11500787734985352
3;0.044249773025512695
3;0.0777738094329834
2;0.15280580520629883
1;0.12233233451843262
3;0.22353601455688477
3;0.13007497787475586
2;0.2163240909576416
3;0.16362690925598145
3;0.09031820297241211
2;0.14697599411010742
3;0.12188410758972168
3;0.02497577667236328
2;0.09457707405090332
1;0.16626191139221191
3;0.16949200630187988
3;0.08513092994689941
2;0.14316701889038086
3;0.11450529098510742
3;0.0193789005279541
2;0.06756711006164551
3;0.038323163986206055
1;0.10730385780334473
3;0.16120696067810059
2;0.22244977951049805
3;0.18629980087280273
3;0.11024832725524902
2;0.17560076713562012
3;0.13372111320495605
3;0.03761005401611328
2;0.1263141632080078
1;0.07535314559936523
3;0.15506601333618164
3;0.0628960132598877
2;0.1663510799407959
3;0.11012673377990723
3;0.044363975524902344
2;0.11317086219787598
3;0.05318880081176758
3;0.08057498931884766
2;0.17961907386779785
1;0.24468255043029785
3;0.2284221649169922
3;0.14852190017700195
2;0.23546385765075684
3;0.17285513877868652
3;0.07806730270385742
2;0.16969013214111328
3;0.10003113746643066
1;0.09105181694030762
3;0.12914109230041504
2;0.2213888168334961
3;0.15694904327392578
3;0.07353973388671875
2;0.16481614112854004
3;0.09439897537231445
3;0.005806922912597656
2;0.09008407592773438
1;0.05979299545288086
3;0.1341848373413086
3;0.030757904052734375
2;0.12191200256347656
3;0.06270003318786621
3;0.07851195335388184
2;0.16998505592346191
3;0.12392807006835938
1;0.031744956970214844
3;0.10759091377258301
2;0.20668482780456543
3;0.1394500732421875
3;0.06148982048034668
2;0.14974617958068848
3;0.09051299095153809
3;0.1073458194732666
2;0.1909167766571045
3;0.11675500869750977
1;0.20572400093078613
2;0.1411912441253662
3;0.23113489151000977
3;0.14066791534423828
2;0.07669687271118164
3;0.1319429874420166
3;0.03555917739868164
2;0.023839950561523438
3;0.056282997131347656
1;0.14937520027160645
3;0.07446789741516113
2;0.08573698997497559
3;0.10160493850708008
3;0.01194310188293457
2;0.0065898895263671875
3;0.04747605323791504
3;0.08015203475952148
1;0.14592385292053223
2;0.17359018325805664
3;0.2248377799987793
3;0.1333479881286621
2;0.10618925094604492
3;0.15001130104064941
3;0.054882049560546875
2;0.04204869270324707
3;0.0744931697845459
1;0.08788919448852539
3;0.10998725891113281
2;0.0935049057006836
3;0.13157200813293457
3;0.06036496162414551
2;0.039856910705566406
3;0.1054232120513916
3;0.03116607666015625
2;0.06866669654846191
3;0.15462398529052734
1;0.24018096923828125
3;0.16838288307189941
2;0.10511088371276855
3;0.18546104431152344
3;0.1073758602142334
2;0.035857200622558594
3;0.13426613807678223
3;0.047625064849853516
1;0.07772278785705566
2;0.07950687408447266
3;0.18233704566955566
3;0.08864092826843262
2;0.04074406623840332
3;0.10895514488220215
3;0.01190185546875
2;0.07220029830932617
3;0.14940500259399414
1;0.1567387580871582
3;0.17099976539611816
2;0.12479281425476074
3;0.18219995498657227
3;0.08486604690551758
2;0.07508683204650879
3;0.1168670654296875
3;0.03094005584716797
1;0.012824058532714844
2;0.1073141098022461
3;0.19279003143310547
3;0.10955309867858887
2;0.05671405792236328
3;0.14777374267578125
3;0.0538330078125
2;0.0003719329833984375
3;0.084197998046875
3;0.0003552436828613281
1;0.08785724639892578
2;0.055970191955566406
3;0.14783310890197754
3;0.06458806991577148
2;0.08585882186889648
3;0.17791390419006348
3;0.1090090274810791
2;0.027673006057739258
3;0.11136889457702637
1;0.14845490455627441
3;0.14383506774902344
2;0.07284188270568848
3;0.18056392669677734
3;0.08127808570861816
2;0.030520200729370117
3;0.10700798034667969
3;0.019169092178344727
1;0.08914828300476074
2;0.16278767585754395
3;0.25290894508361816
3;0.15880608558654785
2;0.10153579711914062
3;0.18900680541992188
3;0.10923004150390625
2;0.03206515312194824
3;0.11454105377197266
1;0.036083221435546875
3;0.1216440200805664
2;0.05796504020690918
3;0.14718198776245117
3;0.05905008316040039
2;0.09629273414611816
3;0.18145489692687988
3;0.09024310111999512
2;0.032150983810424805
1;0.11074590682983398
3;0.20706677436828613
3;0.12964820861816406
2;0.0811147689819336
3;0.14945101737976074
3;0.06582903861999512
2;0.029506683349609375
1;0.050271034240722656
2;0.07280492782592773
2;0.012975931167602539
2;0.06229710578918457
1;0.024338960647583008
2;0.015291213989257812
2;0.05474281311035156
2;0.09862804412841797
1;0.19189906120300293
2;0.03779101371765137
2;0.08549714088439941
1;0.09135103225708008
2;0.11797928810119629
2;0.04182887077331543
2;0.07326006889343262
1;0.04562997817993164
2;0.005639314651489258
2;0.018564939498901367
1;0.09288907051086426
2;0.17109394073486328
2;0.08566498756408691
2;0.006828784942626953
1;0.0056078433990478516
2;0.061495065689086914
2;0.0922088623046875
2;0.02372908592224121
1;0.024415969848632812
2;0.07104206085205078
2;0.08686995506286621
1;0.07027387619018555
2;0.10919809341430664
2;0.03663277626037598
2;0.06973099708557129
1;0.01813220977783203
2;0.024439096450805664
2;0.04114699363708496
2;0.06301212310791016
1;0.14988398551940918
2;0.09872102737426758
2;0.052719831466674805
1;0.0802922248840332
2;0.11609387397766113
2;0.0371859073638916
2;0.08476781845092773
1;0.011433839797973633
2;0.09419894218444824
2;0.019704103469848633
2;0.07448315620422363
1;0.16223812103271484
2;0.020613670349121094
2;0.051837921142578125
1;0.10331988334655762
2;0.07922101020812988
2;0.006056070327758789
2;0.030471086502075195
1;0.0309140682220459
2;0.05524420738220215
2;0.08411073684692383
1;0.057127952575683594
2;0.1289210319519043
2;0.05025506019592285
2;0.07651686668395996
1;0.08791708946228027
2;0.1066138744354248
2;0.031410932540893555
2;0.06756305694580078
1;0.14575481414794922
2;0.10334396362304688
2;0.03119826316833496
1;0.08572983741760254
2;0.0647580623626709
2;0.09183192253112793
2;0.025773048400878906
1;0.024255990982055664
2;0.05381512641906738
2;0.09033322334289551
1;0.06476187705993652
2;0.10833120346069336
2;0.03369593620300293
2;0.08040618896484375
1;0.10077905654907227
2;0.006670951843261719
2;0.03056788444519043
2;0.07923007011413574
1;0.15382933616638184
2;0.007032155990600586
2;0.030318737030029297
1;0.07189393043518066
2;0.06679797172546387
2;0.10430002212524414
2;0.030742883682250977
1;0.006262779235839844
2;0.06660079956054688
2;0.09724807739257812
1;0.049848079681396484
2;0.14699387550354004
2;0.07822990417480469
2;0.007445096969604492
1;0.11014604568481445
2;0.04010009765625
2;0.07790803909301758
2;0.012963056564331055
1;0.03065800666809082
2;0.042185068130493164
2;0.07395410537719727
1;0.053778886795043945
2;0.11690974235534668
2;0.03113102912902832
2;0.07729196548461914
1;0.005625724792480469
2;0.0245819091796875
2;0.06618094444274902
2;0.10831713676452637
1;0.16099190711975098
2;0.05220317840576172
2;0.10001707077026367
1;0.08829879760742188
2;0.16000819206237793
2;0.09109187126159668
2;0.01753687858581543
1;0.041289329528808594
2;0.058233022689819336
2;0.09416007995605469
2;0.024083852767944336
1;0.0855553150177002
2;0.05426979064941406
2;0.08483481407165527
1;0.011393070220947266
2;0.01818704605102539
2;0.04685187339782715
2;0.08046603202819824
1;0.08486199378967285
2;0.03557562828063965
2;0.05363798141479492
1;0.09302783012390137
2;0.17990994453430176
2;0.08763790130615234
2;0.019427061080932617
1;0.019311904907226562
1;0.08106017112731934
1;0.017672061920166016
1;0.024953126907348633
1;0.03715205192565918
1;0.0790719985961914
1;0.10445904731750488
1;0.024859905242919922
1;0.07605409622192383
1;0.11062192916870117
1;0.05725502967834473
1;0.01866292953491211
1;0.054286956787109375
1;0.07767891883850098
1;0.0988469123840332
1;0.013168811798095703
1;0.0586240291595459
